doc_id,domain,corpus,drug_group,group_fold,axis1_role,cv_round1,cv_round2,cv_round3,cv_round4
cadecv1:LIPITOR.22,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.220,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.221,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.222,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.223,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.224,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.225,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.226,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.227,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.228,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.229,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.23,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.230,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.231,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.232,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.233,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.234,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.235,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.236,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.237,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.238,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.239,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.24,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.240,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.241,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.242,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.243,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.244,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.245,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.246,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.247,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.248,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.249,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.25,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.250,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.251,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.252,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.253,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.254,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.255,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.256,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.257,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.258,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.259,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.26,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.260,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.261,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.262,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.263,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.264,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.265,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.266,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.267,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.268,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.269,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.27,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.270,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.271,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.272,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.273,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.274,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.275,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.276,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.277,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.278,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.279,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.28,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.280,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.281,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.282,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.283,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.284,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.285,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.286,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.287,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.288,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.289,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.29,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.290,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.291,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.292,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.293,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.294,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.295,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.296,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.297,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.298,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.299,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.3,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.30,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.300,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.301,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.302,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.303,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.304,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.305,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.306,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.307,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.308,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.309,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.31,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.310,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.311,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.312,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.314,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.315,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.316,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.317,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.318,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.319,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.32,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.320,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.321,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.322,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.323,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.324,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.325,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.326,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.327,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.328,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.329,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.33,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.330,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.331,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.332,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.333,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.334,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.335,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.336,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.337,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.338,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.339,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.34,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.340,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.341,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.342,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.343,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.344,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.345,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.346,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.347,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.348,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.349,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.35,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.350,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.351,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.352,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.353,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.354,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.355,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.356,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.357,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.358,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.359,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.36,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.360,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.361,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.362,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.363,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.364,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.365,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.366,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.367,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.368,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.369,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.37,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.370,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.371,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.372,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.373,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.374,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.375,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.376,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.377,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.378,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.379,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.38,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.380,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.381,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.382,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.383,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.384,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.385,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.386,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.387,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.388,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.389,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.39,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.390,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.391,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.392,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.393,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.394,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.395,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.396,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.397,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.398,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.399,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.4,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.400,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.401,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.402,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.403,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.404,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.405,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.406,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.407,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.408,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.409,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.41,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.410,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.411,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.412,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.413,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.414,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.415,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.416,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.417,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.418,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.419,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.42,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.420,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.421,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.422,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.423,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.424,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.425,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.426,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.427,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.428,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.429,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.43,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.430,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.431,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.432,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.433,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.434,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.435,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.436,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.437,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.438,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.439,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.44,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.440,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.441,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.442,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.443,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.444,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.445,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.446,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.447,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.448,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.449,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.45,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.450,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.451,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.452,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.453,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.454,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.455,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.456,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.457,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.458,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.459,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.46,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.460,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.461,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.462,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.463,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.464,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.465,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.466,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.467,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.468,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.469,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.47,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.470,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.471,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.472,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.473,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.474,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.475,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.476,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.477,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.478,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.479,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.48,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.480,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.481,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.482,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.483,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.484,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.485,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.486,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.487,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.488,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.489,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.49,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.490,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.491,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.492,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.493,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.494,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.495,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.496,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.497,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.498,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.499,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.5,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.50,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.500,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.501,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.502,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.503,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.504,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.505,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
cadecv1:LIPITOR.506,forum,cadec_v1,STATIN,2,forum,train,calib,test,train
